Title,Artist,Album,Duration,FilePath
One More Time,Daft Punk,Discovery,320,https://api.spotify.com/v1/tracks/0DiWol3AO6WpXZgp0goxAV
Firestone,Kygo; Conrad Sewell,Cloud Nine,271,https://api.spotify.com/v1/tracks/1I8tHoNBFTuoJAlh4hfVVE
Perfect Strangers,Jonas Blue; JP Cooper,Blue,196,https://api.spotify.com/v1/tracks/3P3pw6C19j31Rnzgo3JG7o
Love Tonight (David Guetta Remix Edit),Shouse; David Guetta,Love Tonight (David Guetta Remix),158,https://api.spotify.com/v1/tracks/2prnn41CblB8B4yWACDljP
Runaway (U & I),Galantis,Pharmacy,227,https://api.spotify.com/v1/tracks/46lFttIf5hnUZMGvjK0Wxo
Middle,DJ Snake; Bipolar Sunshine,Encore,220,https://api.spotify.com/v1/tracks/0g5EKLgdKvNlln7TNqBByK
Infinity 2008 - Klaas Vocal Edit,Guru Josh Project; Klaas,Infinity 2008,192,https://api.spotify.com/v1/tracks/3aQz0z86zrKjd1mcZlonxE
King,Olly Alexander (Years & Years),Communion (Deluxe),215,https://api.spotify.com/v1/tracks/3AeicLnm55RqcXGBKYQolM
Clarity,Zedd; Foxes,Clarity,271,https://api.spotify.com/v1/tracks/60wwxj6Dd9NJlirf84wr2c
Hey Mama (feat. Nicki Minaj; Bebe Rexha & Afrojack),David Guetta; AFROJACK; Bebe Rexha; Nicki Minaj,Listen,192,https://api.spotify.com/v1/tracks/285HeuLxsngjFn4GGegGNm
Ain't Nobody (Loves Me Better) (feat. Jasmine Thompson),Felix Jaehn; Jasmine Thompson,I,186,https://api.spotify.com/v1/tracks/3c8iiZGfEammKJuWTErE5x
Hear Me Now,Alok; Zeeba; Bruno Martini,Hear Me Now (feat. Zeeba),194,https://api.spotify.com/v1/tracks/39cmB3ZoTOLwOTq7tMNqKa
ily (i love you baby) (feat. Emilee),Surf Mesa; Emilee,ily (i love you baby) (feat. Emilee),176,https://api.spotify.com/v1/tracks/62aP9fBQKYKxi7PDXwcUAS
Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,Lana Del Rey; Cedric Gervais,Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) [Cedric Gervais Remix],214,https://api.spotify.com/v1/tracks/6PUIzlqotEmPuBfjbwYWOB
Dynamite,Taio Cruz,The Rokstarr Hits Collection,202,https://api.spotify.com/v1/tracks/2CEgGE6aESpnmtfiZwYlbV
Rather Be (feat. Jess Glynne),Clean Bandit; Jess Glynne,New Eyes,227,https://api.spotify.com/v1/tracks/61dCUoMCg28qEBzrW6htYM
Breaking Me,Topic; A7S,Breaking Me,166,https://api.spotify.com/v1/tracks/3H7ihDc1dqLriiWXwsc2po
The Business,Tiësto,The Business,164,https://api.spotify.com/v1/tracks/6f3Slt0GbA2bPZlz0aIFXN
Stay,Zedd; Alessia Cara,Stay,210,https://api.spotify.com/v1/tracks/6uBhi9gBXWjanegOb2Phh0
Party Rock Anthem,LMFAO; Lauren Bennett; GoonRock,Sorry For Party Rocking,262,https://api.spotify.com/v1/tracks/7mitXLIMCflkhZiD34uEQI
Roses,The Chainsmokers; ROZES,Roses,226,https://api.spotify.com/v1/tracks/3vv9phIu6Y1vX3jcqaGz5Z
I Love It (feat. Charli XCX),Icona Pop; Charli xcx,THIS IS... ICONA POP,157,https://api.spotify.com/v1/tracks/2U8NXPTXZWG2O0ye2sYRiH
Play Hard (feat. Ne-Yo & Akon),David Guetta; Ne-Yo; Akon,Nothing but the Beat (Ultimate Edition),201,https://api.spotify.com/v1/tracks/5YPMEOJ58kfl56VHxTgwx3
Around the World,Daft Punk,Homework,429,https://api.spotify.com/v1/tracks/1pKYYY0dkg23sQQXi0Q5zN
This Is What It Feels Like,Armin van Buuren; Trevor Guthrie,Intense,204,https://api.spotify.com/v1/tracks/5GjnIpUlLGEIYk052ISOw9
I'm an Albatraoz,AronChupa; Little Sis Nora,I'm an Albatraoz,166,https://api.spotify.com/v1/tracks/5MhsZlmKJG6X5kTHkdwC4B
Heroes (we could be),Alesso; Tove Lo,Forever,210,https://api.spotify.com/v1/tracks/3zU9rdflI65tK4dkkNSp77
You & Me - Flume Remix,Disclosure; Eliza Doolittle; Flume,Settle (Special Edition),282,https://api.spotify.com/v1/tracks/3W2ZcrRsInZbjWylOi6KhZ
Lose Control,Teddy Swims,Lose Control,210,https://api.spotify.com/v1/tracks/6usohdchdzW9oML7VC4Uhk
Let Me Go,Daniel Caesar,NEVER ENOUGH,216,https://api.spotify.com/v1/tracks/3ym8ajVmKm6Fybgov3WBI5
Die With A Smile,Lady Gaga; Bruno Mars,Die With A Smile,251,https://api.spotify.com/v1/tracks/2plbrEY59IikOBgBGLjaoe
BIRDS OF A FEATHER,Billie Eilish,HIT ME HARD AND SOFT,210,https://api.spotify.com/v1/tracks/6dOtVTDdiauQNBQEDOtlAB
Good Luck; Babe!,Chappell Roan,Good Luck; Babe!,218,https://api.spotify.com/v1/tracks/0WbMK4wrZ1wFSty9F7FCgu
Espresso,Sabrina Carpenter,Espresso,175,https://api.spotify.com/v1/tracks/2qSkIjg1o9h3YT9RAgYN75
Lose Control,Teddy Swims,I've Tried Everything But Therapy (Part 1),210,https://api.spotify.com/v1/tracks/17phhZDn6oGtzMe56NuWvj
FE!N (feat. Playboi Carti),Travis Scott; Playboi Carti,UTOPIA,191,https://api.spotify.com/v1/tracks/42VsgItocQwOQC3XWZ8JNA
Stargazing,Myles Smith,Stargazing,172,https://api.spotify.com/v1/tracks/3Vr3zh0r7ALn8VLqCiRR10
HOT TO GO!,Chappell Roan,The Rise and Fall of a Midwest Princess,184,https://api.spotify.com/v1/tracks/4xdBrk0nFZaP54vvZj0yx7
Not Like Us,Kendrick Lamar,Not Like Us,274,https://api.spotify.com/v1/tracks/6AI3ezQ4o3HUoP6Dhudph3
Slow It Down,Benson Boone,Fireworks & Rollerblades,161,https://api.spotify.com/v1/tracks/51eSHglvG1RJXtL3qI5trr
A Bar Song (Tipsy),Shaboozey,A Bar Song (Tipsy),171,https://api.spotify.com/v1/tracks/2FQrifJ1N335Ljm3TjTVVf
Move,Adam Port; Stryv; Keinemusik; Orso; Malachiii,Move,177,https://api.spotify.com/v1/tracks/1BJJbSX6muJVF2AK7uH1x4
Big Dawgs,Hanumankind; Kalmi,Big Dawgs,190,https://api.spotify.com/v1/tracks/0OA00aPt3BV10qeMIs3meW
Please Please Please,Sabrina Carpenter,Please Please Please,186,https://api.spotify.com/v1/tracks/5N3hjp1WNayUPZrA8kJmJP
I'm Good (Blue),David Guetta; Bebe Rexha,I'm Good (Blue),175,https://api.spotify.com/v1/tracks/4uUG5RXrOk84mYEfFvj3cK
Romantic Homicide,d4vd,Romantic Homicide,132,https://api.spotify.com/v1/tracks/1xK59OXxi2TAAAbmZK0kBL
New Woman (feat. ROSALÍA),LISA; ROSALÍA,New Woman (feat. ROSALÍA),179,https://api.spotify.com/v1/tracks/7ov3TDp5D00Rnu5R1viX4w
Beautiful Things,Benson Boone,Beautiful Things,180,https://api.spotify.com/v1/tracks/6tNQ70jh4OwmPGpYy6R2o9
Guess featuring billie eilish,Charli xcx; Billie Eilish,Guess featuring Billie Eilish,145,https://api.spotify.com/v1/tracks/3WOhcATHxK2SLNeP5W3v1v
i like the way you kiss me,Artemas,i like the way you kiss me,142,https://api.spotify.com/v1/tracks/2GxrNKugF82CnoRFbQfzPf
I Had Some Help (Feat. Morgan Wallen),Post Malone; Morgan Wallen,I Had Some Help,178,https://api.spotify.com/v1/tracks/7221xIgOnuakPdLqT0F3nP
Ransom,Lil Tecca,We Love You Tecca,131,https://api.spotify.com/v1/tracks/1lOe9qE0vR9zwWQAOk6CoO
KEEP UP,Odetari,KEEP UP // FROSTBITE,133,https://api.spotify.com/v1/tracks/2yR2sziCF4WEs3klW1F38d
Type Shit,Future; Metro Boomin; Travis Scott; Playboi Carti,WE DON'T TRUST YOU,228,https://api.spotify.com/v1/tracks/28drn6tQo95MRvO0jQEo5C
one of wun,Gunna,One of Wun,144,https://api.spotify.com/v1/tracks/4Na2HfNSr58chvfX69fy36
I Adore You (feat. Daecolm),HUGEL; Topic; Arash; Daecolm,I Adore You (feat. Daecolm),214,https://api.spotify.com/v1/tracks/5nPbKG04fhLkIAjcPFaZq7
Black Friday (pretty like the sun),Lost Frequencies; Tom Odell,Black Friday (pretty like the sun),145,https://api.spotify.com/v1/tracks/4MSj19TwYBLgDFj3ddEeco
I Can Do It With a Broken Heart,Taylor Swift,THE TORTURED POETS DEPARTMENT,218,https://api.spotify.com/v1/tracks/4q5YezDOIPcoLr8R81x9qy
Apple,Charli xcx,BRAT,151,https://api.spotify.com/v1/tracks/19RybK6XDbAVpcdxSbZL1o
Hope,XXXTENTACION,?,110,https://api.spotify.com/v1/tracks/2ZRo7axmMPeSVUvDbGkJah
Happier,Marshmello; Bastille,Happier,214,https://api.spotify.com/v1/tracks/7BqHUALzNBTanL6OvsqmC1
Like That,Future; Metro Boomin; Kendrick Lamar,WE DON'T TRUST YOU,267,https://api.spotify.com/v1/tracks/2tudvzsrR56uom6smgOcSf
Sunflower - Spider-Man: Into the Spider-Verse,Post Malone; Swae Lee,Hollywood's Bleeding,157,https://api.spotify.com/v1/tracks/0RiRZpuVRbi7oqRdSMwhQY
fukumean,Gunna,a Gift & a Curse,125,https://api.spotify.com/v1/tracks/4rXLjWdF2ZZpXCVTfWcshS
Belong Together,Mark Ambor,Belong Together,148,https://api.spotify.com/v1/tracks/5uQ7de4EWjb3rkcFxyEOpu
redrum,21 Savage,american dream,270,https://api.spotify.com/v1/tracks/52eIcoLUM25zbQupAZYoFh
WAIT FOR U (feat. Drake & Tems),Future; Drake; Tems,I NEVER LIKED YOU,189,https://api.spotify.com/v1/tracks/59nOXPmaKlBfGMDeOVGrIK
Miles On It,Marshmello; Kane Brown,Miles On It,168,https://api.spotify.com/v1/tracks/4pkb8SbRGeHAvdb87v9rpf
Moonlight,XXXTENTACION,?,135,https://api.spotify.com/v1/tracks/0JP9xo3adEtGSdUEISiszL
Godzilla (feat. Juice WRLD),Eminem; Juice WRLD,Music To Be Murdered By,210,https://api.spotify.com/v1/tracks/7FIWs0pqAYbP91WWM0vlTQ
Addicted,Zerb; The Chainsmokers; Ink,Addicted,152,https://api.spotify.com/v1/tracks/5ZUIPLoTLJZrPQh2kFZEUM
on one tonight,Gunna,One of Wun,90,https://api.spotify.com/v1/tracks/6EUcP55GlbmsmCzfL2vxtZ
Thank You (Not So Bad),Dimitri Vegas & Like Mike; Tiësto; Dido; W&W; Dimitri Vegas; Like Mike,Thank You (Not So Bad),140,https://api.spotify.com/v1/tracks/09CnYHiZ5jGT1wr1TXJ9Zt
360,Charli xcx,BRAT,133,https://api.spotify.com/v1/tracks/4w2GLmK2wnioVnb5CPQeex
Houdini,Eminem,Houdini,227,https://api.spotify.com/v1/tracks/2HYFX63wP3otVIvopRS99Z
we can't be friends (wait for your love),Ariana Grande,eternal sunshine,228,https://api.spotify.com/v1/tracks/46kspZSY3aKmwQe7O77fCC
The Box,Roddy Ricch,Please Excuse Me for Being Antisocial,196,https://api.spotify.com/v1/tracks/0nbXyq5TXYPCO7pr3N8S4I
Lovin On Me,Jack Harlow,Lovin On Me,138,https://api.spotify.com/v1/tracks/4xhsWYTOGcal8zt0J161CU
XO Tour Llif3,Lil Uzi Vert,Luv Is Rage 2,182,https://api.spotify.com/v1/tracks/7GX5flRQZVHRAGd6B4TmDO
BAND4BAND (feat. Lil Baby),Central Cee; Lil Baby,BAND4BAND (feat. Lil Baby),140,https://api.spotify.com/v1/tracks/7iabz12vAuVQYyekFIWJxD
Where Are You Now,Lost Frequencies; Calum Scott,All Stand Together,149,https://api.spotify.com/v1/tracks/3mfER4ORePHvN35cbZ3dkV
2055,Sleepy Hallow,Still Sleep?,123,https://api.spotify.com/v1/tracks/4XvcHTUfIlWfyJTRG0aqlo
Mood (feat. iann dior),24kGoldn; iann dior,El Dorado,140,https://api.spotify.com/v1/tracks/4jPy3l0RUwlUI9T5XHBW2m
SLAY!,Eternxlkz,SLAY!,107,https://api.spotify.com/v1/tracks/67smGwuPEtA6GAfeweAVNO
Jimmy Cooks (feat. 21 Savage),Drake; 21 Savage,Honestly; Nevermind,218,https://api.spotify.com/v1/tracks/3F5CgOj3wFlRv51JsHbxhe
Superhero (Heroes & Villains) [with Future & Chris Brown],Metro Boomin; Future; Chris Brown,HEROES & VILLAINS,182,https://api.spotify.com/v1/tracks/0vjeOZ3Ft5jvAi9SBFJm1j
You & Me - Rivo Remix,Disclosure; Eliza Doolittle; Rivo,You & Me (Rivo Remix),208,https://api.spotify.com/v1/tracks/0xoYZ45fgTfyQYREZPN7Sa
Sprinter,Dave; Central Cee,Sprinter,229,https://api.spotify.com/v1/tracks/2FDTHlrBguDzQkp7PVj16Q
Somedays,Sonny Fodera; Jazzy; D.O.D,Somedays,207,https://api.spotify.com/v1/tracks/3wo3d0I5H8KjkwGvnz8WbB
Back On 74,Jungle,Volcano,209,https://api.spotify.com/v1/tracks/19kHhX6f6EfLU7rcO3RqjO
DEVIL IS A LIE,Tommy Richman,DEVIL IS A LIE,130,https://api.spotify.com/v1/tracks/6jlG8gBPNAgBgoivw2Ig09
Whatever She Wants,Bryson Tiller,Whatever She Wants,161,https://api.spotify.com/v1/tracks/57wp7VFnV8X0pSVnYArGeJ
euphoria,Kendrick Lamar,euphoria,383,https://api.spotify.com/v1/tracks/77DRzu7ERs0TX3roZcre7Q
Surround Sound (feat. 21 Savage & Baby Tate),JID; 21 Savage; Baby Tate,The Forever Story (Extended Version),229,https://api.spotify.com/v1/tracks/1udwFobQ1JoOdWPQrp2b6u
Feel It - From The Original Series “Invincible”,d4vd,Feel It (From The Original Series “Invincible”),157,https://api.spotify.com/v1/tracks/3SAga35lAPYdjj3qyfEsCF
Push Up - Main Edit,Creeds,Push Up (Main Edit),139,https://api.spotify.com/v1/tracks/3AjSfp5FDvwtMU9XBsbS8j
Strangers,Kenya Grace,Strangers,172,https://api.spotify.com/v1/tracks/5mjYQaktjmjcMKcUIcqz4s
BACKBONE,Chase & Status; Stormzy,BACKBONE,166,https://api.spotify.com/v1/tracks/3HrHhTWonBqF4mDasi8xvC
FUNKED UP - SLOWED,xxanteria; isq,FUNKED UP,115,https://api.spotify.com/v1/tracks/4VL5XwfATZuAVTW471Wpro
Too Sweet,Hozier,Unheard,251,https://api.spotify.com/v1/tracks/4IadxL6BUymXlh8RCJJu7T
Montagem Mysterious Game,LXNGVX,Montagem Mysterious Game,103,https://api.spotify.com/v1/tracks/7vOmSP2647oNUGGEhWd1cr
TUCA DONKA,CURSEDEVIL; DJ FKU; Skorde,TUCA DONKA,75,https://api.spotify.com/v1/tracks/7bxyNLXYaEYaZTxAuQTHlD
Paint The Town Red,Doja Cat,Scarlet,230,https://api.spotify.com/v1/tracks/56y1jOTK0XSvJzVv9vHQBK
MONTAGEM - PR FUNK,S3BZS; Mc Gw; Mc Menor Do Alvorada,MONTAGEM - PR FUNK,61,https://api.spotify.com/v1/tracks/6njJR3OIp3oA0Kc4aC9Tzf
Doja,Central Cee,Doja,97,https://api.spotify.com/v1/tracks/3LtpKP5abr2qqjunvjlX5i
Somebody (2024),Gotye; FISHER; Chris Lake; Kimbra; Sante Sansone,Somebody (2024),153,https://api.spotify.com/v1/tracks/0agQ9vIV7NP4dntGKLcCXO
Whatever,Kygo; Ava Max,Whatever,178,https://api.spotify.com/v1/tracks/0LMwmV37RCmBO2so0szAFs
ONE CALL,Rich Amiri,Ghetto Fabulous,121,https://api.spotify.com/v1/tracks/69phA1R4gmQsBFRQ3INW8C
IDGAF (feat. Yeat),Drake; Yeat,For All The Dogs,260,https://api.spotify.com/v1/tracks/2YSzYUF3jWqb9YP9VXmpjE
Deep Down (feat. Never Dull),Alok; Ella Eyre; Kenny Dope; Never Dull,Deep Down (feat. Never Dull),165,https://api.spotify.com/v1/tracks/7MIhUdNJtaOnDmC5nBC1fb
Agora Hills,Doja Cat,Scarlet,265,https://api.spotify.com/v1/tracks/5PyDJG7SQRgWXefgexqIge
CUTE DEPRESSED,Dyan Dxddy,CUTE DEPRESSED,96,https://api.spotify.com/v1/tracks/06PqeO7IInus2yvzsZwZhf
BRODYAGA FUNK,Eternxlkz,BRODYAGA FUNK,134,https://api.spotify.com/v1/tracks/2V3hsJU3bTOATih0Fm4aDp
LOVELY BASTARDS,ZWE1HVNDXR; yatashigang,LOVELY BASTARDS,116,https://api.spotify.com/v1/tracks/0EqczV3o6fwksegAavIHpX
Boyz In Paris (with VINAI),Marnik; Naeleck; VINAI,Boyz In Paris (with VINAI),151,https://api.spotify.com/v1/tracks/17NHXI2CJp7KgdcwcDnRx4
Watch This - ARIZONATEARS Pluggnb Remix,Lil Uzi Vert; sped up nightcore; ARIZONATEARS,Watch This (ARIZONATEARS Pluggnb Remix),163,https://api.spotify.com/v1/tracks/0FA4wrjDJvJTTU8AepZTup
10:35,Tiësto; Tate McRae,DRIVE,172,https://api.spotify.com/v1/tracks/36gcliMRX1vCpgnrZE3dFZ
TOO COOL TO BE CARELESS,PAWSA,TOO COOL TO BE CARELESS,220,https://api.spotify.com/v1/tracks/6KqM3xmPIDonsTjCSGrrr5
Automotivo Bibi Fogosa,Bibi Babydoll; Dj Brunin XM; KZA Produções,Automotivo Bibi Fogosa,129,https://api.spotify.com/v1/tracks/2JIzOc3HHo4MhiyZzhpBUV
Bones,Imagine Dragons,Bones,165,https://api.spotify.com/v1/tracks/0HqZX76SFLDz2aW8aiqi7G
Tailor Swif,A$AP Rocky,Tailor Swif,155,https://api.spotify.com/v1/tracks/5xMjhZKSo8yh5r9b5vrYRr
First Person Shooter (feat. J. Cole),Drake; J. Cole,For All The Dogs,247,https://api.spotify.com/v1/tracks/7aqfrAY2p9BUSiupwk3svU
Atmosphere,FISHER; Kita Alexander,Atmosphere,182,https://api.spotify.com/v1/tracks/63HwAAXuSV2tzIUPoHOwZa
9mm,Memphis Cult; Groove Dealers; SPLYXER,Memphis Cult Vol. 6,86,https://api.spotify.com/v1/tracks/3K5KXm1uZjiyQk0J7op1xf
edamame,bbno$; Rich Brian,eat ya veggies,133,https://api.spotify.com/v1/tracks/1golLrmqyxDWedF7YUHCOD
Breathe,Yeat,2093,170,https://api.spotify.com/v1/tracks/5NAOhPAZ57eFAXr3qatS6i
GOOD LOYAL THOTS,Odetari,GOOD LOYAL THOTS,102,https://api.spotify.com/v1/tracks/06tNJ27nVxbDwhiQMChWyr
Let's Go,Key Glock,Glockoma 2 (Deluxe),140,https://api.spotify.com/v1/tracks/5GCU2LJWPzoP8Q6nexs61z
GODS,League of Legends; NewJeans,GODS,220,https://api.spotify.com/v1/tracks/210JJAa9nJOgNa0YNrsT5g
née-nah,21 Savage; Travis Scott; Metro Boomin,american dream,220,https://api.spotify.com/v1/tracks/2yUzr8Sr6ldG8vmHhZwTnz
Fi Kan We Kan,Bnxn; Rema,Fi Kan We Kan,161,https://api.spotify.com/v1/tracks/771KDfpsOtJPQmocQpMdkR
Stronger,Young Jonn,Jiggy Forever,141,https://api.spotify.com/v1/tracks/4KZMoDuxwSYP63bhbnMqe3
Are you there?,Ayo Maff,MAFFIAN,156,https://api.spotify.com/v1/tracks/10y7iW3rc8bzGbhAC3mNPA
MMS,Asake; Wizkid,Lungu Boy,219,https://api.spotify.com/v1/tracks/13VXuHw3O8Yt7VwRIDqSo4
OZEBA,Rema,HEIS,137,https://api.spotify.com/v1/tracks/7ySC0IjVS1PMEdsZOvsUK2
PUSH 2 START,Tyla,TYLA +,156,https://api.spotify.com/v1/tracks/1Cbl3Yq8rHo7hhDQmLQagU
Awuke,Davido; YG Marley,Awuke,172,https://api.spotify.com/v1/tracks/6e0YUaVAfDxUabmybOjguy
Constantly,Hyce; BoyPee; Brown Joel,Constantly,193,https://api.spotify.com/v1/tracks/3MldGIMtPcupNBI4Dnxolr
Piece of My Heart (feat. Brent Faiyaz),Wizkid; Brent Faiyaz,Piece of My Heart (feat. Brent Faiyaz),259,https://api.spotify.com/v1/tracks/2nYeyMeqYDiFSYYtl2BWD6
JUJU (feat. Shallipopi),Smur Lee; ODUMODUBLVCK; Shallipopi,JUJU (feat. Shallipopi),157,https://api.spotify.com/v1/tracks/6XBIOtdSL47qn201KKNCA0
alone - Remix,FOLA; Bnxn,alone (Remix),154,https://api.spotify.com/v1/tracks/2GSK9VfsKWpVOV6ZzKiMA4
Dealer,Ayo Maff; Fireboy DML,Dealer,180,https://api.spotify.com/v1/tracks/5Wxkvvb6pLky16pwq4gBI3
アイドル,YOASOBI,アイドル,213,https://api.spotify.com/v1/tracks/7ovUcF5uHTBRzUpB6ZOmvt
KICK BACK,Kenshi Yonezu,KICK BACK,193,https://api.spotify.com/v1/tracks/3khEEPRyBeOUabbmOPJzAG
ライラック,Mrs. GREEN APPLE,ライラック,288,https://api.spotify.com/v1/tracks/78W4mTLIh4qoLu92W4IQhO
青のすみか,Tatsuya Kitani,青のすみか,196,https://api.spotify.com/v1/tracks/12usPU2WnqgCHAW1EK2dfd
Bling-Bang-Bang-Born,Creepy Nuts,Bling-Bang-Bang-Born,168,https://api.spotify.com/v1/tracks/0kdqcbwei4MDWFEX5f33yG
カーテンコール,Yuuri,カーテンコール,243,https://api.spotify.com/v1/tracks/1nysdCpKAh6yif4JkmoiNy
晴る,ヨルシカ,晴る,270,https://api.spotify.com/v1/tracks/5eY7692tmgHB9dbmq6wa2M
Nobody - from Kaiju No. 8,OneRepublic,Nobody (from Kaiju No. 8),153,https://api.spotify.com/v1/tracks/47N81NMkB488fuOwOC3Oip
Abyss - from Kaiju No. 8,YUNGBLUD,Abyss (from Kaiju No. 8),123,https://api.spotify.com/v1/tracks/2kLWSmKHhfUBepkIA9oNe5
絆ノ奇跡,MAN WITH A MISSION; milet,絆ノ奇跡,223,https://api.spotify.com/v1/tracks/2VBLFxCUyFp5BfmsZpxcis
タイムパラドックス,Vaundy,タイムパラドックス,226,https://api.spotify.com/v1/tracks/3jNwPOqdPvQIr5dRT0hzgY
Master Of Puppets,Metallica,Master Of Puppets (Remastered),515,https://api.spotify.com/v1/tracks/2MuWTIM3b0YEAskbeeFE1i
The Trooper - 2015 Remaster,Iron Maiden,Piece of Mind (2015 Remaster),252,https://api.spotify.com/v1/tracks/4OROzZUy6gOWN4UGQVaZMF
Walk,Pantera,Vulgar Display of Power,315,https://api.spotify.com/v1/tracks/7fcfNW0XxTWlwVlftzfDOR
Chop Suey!,System Of A Down,Toxicity,210,https://api.spotify.com/v1/tracks/2DlHlPMa4M17kufBvI2lEN
Blind,Korn,Korn,258,https://api.spotify.com/v1/tracks/1pr9TZGOXeJUggIal1Wq3R
One,Metallica,...And Justice For All,447,https://api.spotify.com/v1/tracks/5IX4TbIR5mMHGE4wiWwKW0
Mother,Danzig,Danzig,204,https://api.spotify.com/v1/tracks/7txxAtOMwLLnQTpKeBL6bp
Cowboys from Hell,Pantera,Cowboys from Hell,243,https://api.spotify.com/v1/tracks/2SgbR6ttzoNlCRGQOKjrop
Duality,Slipknot,Vol. 3: The Subliminal Verses,252,https://api.spotify.com/v1/tracks/61mWefnWQOLf90gepjOCb3
Enter Sandman,Metallica,Metallica,331,https://api.spotify.com/v1/tracks/5sICkBXVmaCQk5aISGR3x1
Hail to the King,Avenged Sevenfold,Hail to the King,305,https://api.spotify.com/v1/tracks/5anCkDvJ17aznvK5TED5uo
Freak On a Leash,Korn,Follow The Leader,255,https://api.spotify.com/v1/tracks/6W21LNLz9Sw7sUSNWMSHRu
Dragula,Rob Zombie,Hellbilly Deluxe,222,https://api.spotify.com/v1/tracks/6Nm8h73ycDG2saCnZV8poF
Nightmare,Avenged Sevenfold,Nightmare,374,https://api.spotify.com/v1/tracks/4UEo1b0wWrtHMC8bVqPiH8
My Own Summer (Shove It),Deftones,Around the Fur,214,https://api.spotify.com/v1/tracks/1158ckiB5S4cpsdYHDB9IF
Schism,TOOL,Lateralus,403,https://api.spotify.com/v1/tracks/55mJleti2WfWEFNFcBduhc
Nuthin' But A G Thang,Dr. Dre; Snoop Dogg,The Chronic,237,https://api.spotify.com/v1/tracks/5Tbpp3OLLClPJF8t1DmrFD
Could You Be Loved,Bob Marley & The Wailers,Uprising,237,https://api.spotify.com/v1/tracks/5O4erNlJ74PIF6kGol1ZrC
Welcome To Jamrock,Damian Marley,Welcome to Jamrock,213,https://api.spotify.com/v1/tracks/22AbXxQbMdVqEz7xJjhccG
Murder She Wrote,Chaka Demus & Pliers,Tease Me,245,https://api.spotify.com/v1/tracks/1HGyhNaRUFEDBiVLbvtbL6
Buffalo Soldier,Bob Marley & The Wailers,Confrontation,255,https://api.spotify.com/v1/tracks/7BfW1eoDh27W69nxsmRicb
Still D.R.E.,Dr. Dre; Snoop Dogg,2001,270,https://api.spotify.com/v1/tracks/503OTo2dSqe7qk76rgsbep
Hypnotize - 2014 Remaster,The Notorious B.I.G.,Life After Death (2014 Remastered Edition),229,https://api.spotify.com/v1/tracks/7KwZNVEaqikRSBSpyhXK2j
Doo Wop (That Thing),Ms. Lauryn Hill,The Miseducation of Lauryn Hill,320,https://api.spotify.com/v1/tracks/0uEp9E98JB5awlA084uaIg
Do For Love,2Pac,R U Still Down? [Remember Me],281,https://api.spotify.com/v1/tracks/4AE7Lj39VnSZNOmGH2iZaq
Shook Ones; Pt. II,Mobb Deep,The Infamous,325,https://api.spotify.com/v1/tracks/33ZXjLCpiINn8eQIDYEPTD
I Got 5 On It,Luniz; Michael Marshall,Operation Stackola,253,https://api.spotify.com/v1/tracks/4IYKjN1DrYzxKXt0umJqsG
Still Not a Player (feat. Joe) - Radio Version,Big Pun; Joe,Capital Punishment,236,https://api.spotify.com/v1/tracks/3GKL13lkM5nRc4zC1lIOrR
Juicy - 2005 Remaster,The Notorious B.I.G.,Ready to Die (The Remaster),302,https://api.spotify.com/v1/tracks/5ByAIlEEnxYdvpnezg7HTX
Nuthin' But A G Thang,Dr. Dre; Snoop Dogg,The Chronic,237,https://api.spotify.com/v1/tracks/5Tbpp3OLLClPJF8t1DmrFD
C.R.E.A.M. (Cash Rules Everything Around Me),Wu-Tang Clan,Enter The Wu-Tang (36 Chambers) [Expanded Edition],252,https://api.spotify.com/v1/tracks/119c93MHjrDLJTApCVGpvx
Insane in the Brain,Cypress Hill,Black Sunday,208,https://api.spotify.com/v1/tracks/1oTHteQbmJw15rPxPVXUTv
ATLiens,Outkast,ATLiens,230,https://api.spotify.com/v1/tracks/2vfvGlqCB7oertO5VLE0sz
N.Y. State of Mind,Nas,Illmatic,293,https://api.spotify.com/v1/tracks/0trHOzAhNpGCsGBEu7dOJo
Check Yo Self - Remix,Ice Cube; Das EFX,Bootlegs And B-Sides,273,https://api.spotify.com/v1/tracks/3NGT0Td7H4Is1qrlDQJxma
Dear Mama,2Pac,Me Against The World,280,https://api.spotify.com/v1/tracks/6tDxrq4FxEL2q15y37tXT9
Survival of the Fittest,Mobb Deep,The Infamous,224,https://api.spotify.com/v1/tracks/7N1Vjtzr1lmmCW9iasQ8YO
Mo Money Mo Problems (feat. Puff Daddy & Mase) - 2014 Remaster,The Notorious B.I.G.; Mase; Diddy,Life After Death (2014 Remastered Edition),257,https://api.spotify.com/v1/tracks/4INDiWSKvqSKDEu7mh8HFz
Can I Kick It?,A Tribe Called Quest,People's Instinctive Travels and the Paths of Rhythm (25th Anniversary Edition),251,https://api.spotify.com/v1/tracks/3Ti0GdlrotgwsAVBBugv0I
Keep Ya Head Up,2Pac,Strictly 4 My N.I.G.G.A.Z...,262,https://api.spotify.com/v1/tracks/0XRbYXQUymj9SJkrr8YK5B
You Shook Me All Night Long,AC/DC,Back In Black,210,https://api.spotify.com/v1/tracks/2SiXAy7TuUkycRVbbWDEpo
